HESA tariff status,Qualification,QUALTYPE,QUALGRADE,Tariff points
1,Access to HE Diploma (Ascentis),Y7,D18M21P6,109
1,Access to HE Diploma (Ascentis),Y7,D21M15P9,109
1,Access to HE Diploma (Ascentis),Y7,D24M9P12,109
1,Access to HE Diploma (Ascentis),Y7,D27M3P15,109
1,Access to HE Diploma (Ascentis),Y7,D12M30P3,106
1,Access to HE Diploma (Ascentis),Y7,D15M24P6,106
1,Access to HE Diploma (Ascentis),Y7,D18M18P9,106
1,Access to HE Diploma (Ascentis),Y7,D21M12P12,106
1,Access to HE Diploma (Ascentis),Y7,D24M6P15,106
1,Access to HE Diploma (Ascentis),Y7,D27M0P18,106
1,Access to HE Diploma (Ascentis),Y7,D9M36P0,106
1,Access to HE Diploma (Ascentis),Y7,D12M27P6,102
1,Access to HE Diploma (Ascentis),Y7,D15M21P9,102
1,Access to HE Diploma (Ascentis),Y7,D18M15P12,102
1,Access to HE Diploma (Ascentis),Y7,D21M9P15,102
1,Access to HE Diploma (Ascentis),Y7,D24M3P18,102
1,Access to HE Diploma (Ascentis),Y7,D6M39P0,102
1,Access to HE Diploma (Ascentis),Y7,D9M33P3,102
1,Access to HE Diploma (Ascentis),Y7,D12M24P9,99
1,Access to HE Diploma (Ascentis),Y7,D15M18P12,99
1,Access to HE Diploma (Ascentis),Y7,D18M12P15,99
1,Access to HE Diploma (Ascentis),Y7,D21M6P18,99
1,Access to HE Diploma (Ascentis),Y7,D24M0P21,99
1,Access to HE Diploma (Ascentis),Y7,D3M42P0,99
1,Access to HE Diploma (Ascentis),Y7,D6M36P3,99
1,Access to HE Diploma (Ascentis),Y7,D9M30P6,99
1,Access to HE Diploma (Ascentis),Y7,D0M45P0,96
1,Access to HE Diploma (Ascentis),Y7,D12M21P12,96
1,Access to HE Diploma (Ascentis),Y7,D15M15P15,96
1,Access to HE Diploma (Ascentis),Y7,D18M9P18,96
1,Access to HE Diploma (Ascentis),Y7,D21M3P21,96
1,Access to HE Diploma (Ascentis),Y7,D3M39P3,96
1,Access to HE Diploma (Ascentis),Y7,D6M33P6,96
1,Access to HE Diploma (Ascentis),Y7,D9M27P9,96
1,Access to HE Diploma (Ascentis),Y7,D0M42P3,93
1,Access to HE Diploma (Ascentis),Y7,D12M18P15,93
1,Access to HE Diploma (Ascentis),Y7,D15M12P18,93
1,Access to HE Diploma (Ascentis),Y7,D18M6P21,93
1,Access to HE Diploma (Ascentis),Y7,D21M0P24,93
1,Access to HE Diploma (Ascentis),Y7,D3M36P6,93
1,Access to HE Diploma (Ascentis),Y7,D6M30P9,93
1,Access to HE Diploma (Ascentis),Y7,D9M24P12,93
1,Access to HE Diploma (Ascentis),Y7,D0M39P6,90
1,Access to HE Diploma (Ascentis),Y7,D12M15P18,90
1,Access to HE Diploma (Ascentis),Y7,D15M9P21,90
1,Access to HE Diploma (Ascentis),Y7,D18M3P24,90
1,Access to HE Diploma (Ascentis),Y7,D3M33P9,90
1,Access to HE Diploma (Ascentis),Y7,D6M27P12,90
1,Access to HE Diploma (Ascentis),Y7,D9M21P15,90
1,Access to HE Diploma (Ascentis),Y7,D0M36P9,86
1,Access to HE Diploma (Ascentis),Y7,D12M12P21,86
1,Access to HE Diploma (Ascentis),Y7,D15M6P24,86
1,Access to HE Diploma (Ascentis),Y7,D18M0P27,86
1,Access to HE Diploma (Ascentis),Y7,D3M30P12,86
1,Access to HE Diploma (Ascentis),Y7,D6M24P15,86
1,Access to HE Diploma (Ascentis),Y7,D9M18P18,86
1,Access to HE Diploma (Ascentis),Y7,D0M33P12,83
1,Access to HE Diploma (Ascentis),Y7,D12M9P24,83
1,Access to HE Diploma (Ascentis),Y7,D15M3P27,83
1,Access to HE Diploma (Ascentis),Y7,D3M27P15,83
1,Access to HE Diploma (Ascentis),Y7,D6M21P18,83
1,Access to HE Diploma (Ascentis),Y7,D9M15P21,83
1,Access to HE Diploma (Ascentis),Y7,D0M30P15,80
1,Access to HE Diploma (Ascentis),Y7,D12M6P27,80
1,Access to HE Diploma (Ascentis),Y7,D15M0P30,80
1,Access to HE Diploma (Ascentis),Y7,D3M24P18,80
1,Access to HE Diploma (Ascentis),Y7,D6M18P21,80
1,Access to HE Diploma (Ascentis),Y7,D9M12P24,80
1,Access to HE Diploma (Ascentis),Y7,D0M27P18,77
1,Access to HE Diploma (Ascentis),Y7,D12M3P30,77
1,Access to HE Diploma (Ascentis),Y7,D3M21P21,77
1,Access to HE Diploma (Ascentis),Y7,D6M15P24,77
1,Access to HE Diploma (Ascentis),Y7,D9M9P27,77
1,Access to HE Diploma (Ascentis),Y7,D0M24P21,74
1,Access to HE Diploma (Ascentis),Y7,D12M0P33,74
1,Access to HE Diploma (Ascentis),Y7,D3M18P24,74
1,Access to HE Diploma (Ascentis),Y7,D6M12P27,74
1,Access to HE Diploma (Ascentis),Y7,D9M6P30,74
1,Access to HE Diploma (Ascentis),Y7,D0M21P24,70
1,Access to HE Diploma (Ascentis),Y7,D3M15P27,70
1,Access to HE Diploma (Ascentis),Y7,D6M9P30,70
1,Access to HE Diploma (Ascentis),Y7,D9M3P33,70
1,Access to HE Diploma (Ascentis),Y7,D0M18P27,67
1,Access to HE Diploma (Ascentis),Y7,D3M12P30,67
1,Access to HE Diploma (Ascentis),Y7,D6M6P33,67
1,Access to HE Diploma (Ascentis),Y7,D9M0P36,67
1,Access to HE Diploma (Ascentis),Y7,D0M15P30,64
1,Access to HE Diploma (Ascentis),Y7,D3M9P33,64
1,Access to HE Diploma (Ascentis),Y7,D6M3P36,64
1,Access to HE Diploma (Ascentis),Y7,D0M12P33,61
1,Access to HE Diploma (Ascentis),Y7,D3M6P36,61
1,Access to HE Diploma (Ascentis),Y7,D6M0P39,61
1,Access to HE Diploma (Ascentis),Y7,D0M9P36,58
1,Access to HE Diploma (Ascentis),Y7,D3M3P39,58
1,Access to HE Diploma (Ascentis),Y7,D0M6P39,54
1,Access to HE Diploma (Ascentis),Y7,D3M0P42,54
1,Access to HE Diploma (Ascentis),Y7,D0M3P42,51
1,Access to HE Diploma (Ascentis),Y7,D0M0P45,48
1,Access to HE Diploma (Ascentis),Y7,D24P18P3,0
1,Access to HE Diploma (Ascentis),Y7,F,0
1,Access to HE Diploma (Ascentis),Y7,P,0
1,Access to HE Diploma (CAVA),Y1,D45M0P0,144
1,Access to HE Diploma (CAVA),Y1,D42M3P0,141
1,Access to HE Diploma (CAVA),Y1,D39M6P0,138
1,Access to HE Diploma (CAVA),Y1,D42M0P3,138
1,Access to HE Diploma (CAVA),Y1,D36M9P0,134
1,Access to HE Diploma (CAVA),Y1,D39M3P3,134
1,Access to HE Diploma (CAVA),Y1,D33M12P0,131
1,Access to HE Diploma (CAVA),Y1,D36M6P3,131
1,Access to HE Diploma (CAVA),Y1,D39M0P6,131
1,Access to HE Diploma (CAVA),Y1,D30M15P0,128
1,Access to HE Diploma (CAVA),Y1,D33M9P3,128
1,Access to HE Diploma (CAVA),Y1,D36M3P6,128
1,Access to HE Diploma (CAVA),Y1,D27M18P0,125
1,Access to HE Diploma (CAVA),Y1,D30M12P3,125
1,Access to HE Diploma (CAVA),Y1,D33M6P6,125
1,Access to HE Diploma (CAVA),Y1,D36M0P9,125
1,Access to HE Diploma (CAVA),Y1,D24M21P0,122
1,Access to HE Diploma (CAVA),Y1,D27M15P3,122
1,Access to HE Diploma (CAVA),Y1,D30M9P6,122
1,Access to HE Diploma (CAVA),Y1,D33M3P9,122
1,Access to HE Diploma (CAVA),Y1,D21M24P0,118
1,Access to HE Diploma (CAVA),Y1,D24M18P3,118
1,Access to HE Diploma (CAVA),Y1,D27M12P6,118
1,Access to HE Diploma (CAVA),Y1,D30M6P9,118
1,Access to HE Diploma (CAVA),Y1,D33M0P12,118
1,Access to HE Diploma (CAVA),Y1,D18M27P0,115
1,Access to HE Diploma (CAVA),Y1,D21M21P3,115
1,Access to HE Diploma (CAVA),Y1,D24M15P6,115
1,Access to HE Diploma (CAVA),Y1,D27M9P9,115
1,Access to HE Diploma (CAVA),Y1,D30M3P12,115
1,Access to HE Diploma (CAVA),Y1,D15M30P0,112
1,Access to HE Diploma (CAVA),Y1,D18M24P3,112
1,Access to HE Diploma (CAVA),Y1,D21M18P6,112
1,Access to HE Diploma (CAVA),Y1,D24M12P9,112
1,Access to HE Diploma (CAVA),Y1,D27M6P12,112
1,Access to HE Diploma (CAVA),Y1,D30M0P15,112
1,Access to HE Diploma (CAVA),Y1,D12M33P0,109
1,Access to HE Diploma (CAVA),Y1,D15M27P3,109
1,Access to HE Diploma (CAVA),Y1,D18M21P6,109
1,Access to HE Diploma (CAVA),Y1,D21M15P9,109
1,Access to HE Diploma (CAVA),Y1,D24M9P12,109
1,Access to HE Diploma (CAVA),Y1,D27M3P15,109
1,Access to HE Diploma (CAVA),Y1,D12M30P3,106
1,Access to HE Diploma (CAVA),Y1,D15M24P6,106
1,Access to HE Diploma (CAVA),Y1,D18M18P9,106
1,Access to HE Diploma (CAVA),Y1,D21M12P12,106
1,Access to HE Diploma (CAVA),Y1,D24M6P15,106
1,Access to HE Diploma (CAVA),Y1,D27M0P18,106
1,Access to HE Diploma (CAVA),Y1,D9M36P0,106
1,Access to HE Diploma (CAVA),Y1,D12M27P6,102
1,Access to HE Diploma (CAVA),Y1,D15M21P9,102
1,Access to HE Diploma (CAVA),Y1,D18M15P12,102
1,Access to HE Diploma (CAVA),Y1,D21M9P15,102
1,Access to HE Diploma (CAVA),Y1,D24M3P18,102
1,Access to HE Diploma (CAVA),Y1,D6M39P0,102
1,Access to HE Diploma (CAVA),Y1,D9M33P3,102
1,Access to HE Diploma (CAVA),Y1,D12M24P9,99
1,Access to HE Diploma (CAVA),Y1,D15M18P12,99
1,Access to HE Diploma (CAVA),Y1,D18M12P15,99
1,Access to HE Diploma (CAVA),Y1,D21M6P18,99
1,Access to HE Diploma (CAVA),Y1,D24M0P21,99
1,Access to HE Diploma (CAVA),Y1,D3M42P0,99
1,Access to HE Diploma (CAVA),Y1,D6M36P3,99
1,Access to HE Diploma (CAVA),Y1,D9M30P6,99
1,Access to HE Diploma (CAVA),Y1,D0M45P0,96
1,Access to HE Diploma (CAVA),Y1,D12M21P12,96
1,Access to HE Diploma (CAVA),Y1,D15M15P15,96
1,Access to HE Diploma (CAVA),Y1,D18M9P18,96
1,Access to HE Diploma (CAVA),Y1,D21M3P21,96
1,Access to HE Diploma (CAVA),Y1,D3M39P3,96
1,Access to HE Diploma (CAVA),Y1,D6M33P6,96
1,Access to HE Diploma (CAVA),Y1,D9M27P9,96
1,Access to HE Diploma (CAVA),Y1,D0M42P3,93
1,Access to HE Diploma (CAVA),Y1,D12M18P15,93
1,Access to HE Diploma (CAVA),Y1,D15M12P18,93
1,Access to HE Diploma (CAVA),Y1,D18M6P21,93
1,Access to HE Diploma (CAVA),Y1,D21M0P24,93
1,Access to HE Diploma (CAVA),Y1,D3M36P6,93
1,Access to HE Diploma (CAVA),Y1,D6M30P9,93
1,Access to HE Diploma (CAVA),Y1,D9M24P12,93
1,Access to HE Diploma (CAVA),Y1,D0M39P6,90
1,Access to HE Diploma (CAVA),Y1,D12M15P18,90
1,Access to HE Diploma (CAVA),Y1,D15M9P21,90
1,Access to HE Diploma (CAVA),Y1,D18M3P24,90
1,Access to HE Diploma (CAVA),Y1,D3M33P9,90
1,Access to HE Diploma (CAVA),Y1,D6M27P12,90
1,Access to HE Diploma (CAVA),Y1,D9M21P15,90
1,Access to HE Diploma (CAVA),Y1,D0M36P9,86
1,Access to HE Diploma (CAVA),Y1,D12M12P21,86
1,Access to HE Diploma (CAVA),Y1,D15M6P24,86
1,Access to HE Diploma (CAVA),Y1,D18M0P27,86
1,Access to HE Diploma (CAVA),Y1,D3M30P12,86
1,Access to HE Diploma (CAVA),Y1,D6M24P15,86
1,Access to HE Diploma (CAVA),Y1,D9M18P18,86
1,Access to HE Diploma (CAVA),Y1,D0M33P12,83
1,Access to HE Diploma (CAVA),Y1,D12M9P24,83
1,Access to HE Diploma (CAVA),Y1,D15M3P27,83
1,Access to HE Diploma (CAVA),Y1,D3M27P15,83
1,Access to HE Diploma (CAVA),Y1,D6M21P18,83
1,Access to HE Diploma (CAVA),Y1,D9M15P21,83
1,Access to HE Diploma (CAVA),Y1,D0M30P15,80
1,Access to HE Diploma (CAVA),Y1,D12M6P27,80
1,Access to HE Diploma (CAVA),Y1,D15M0P30,80
1,Access to HE Diploma (CAVA),Y1,D3M24P18,80
1,Access to HE Diploma (CAVA),Y1,D6M18P21,80
1,Access to HE Diploma (CAVA),Y1,D9M12P24,80
1,Access to HE Diploma (CAVA),Y1,D0M27P18,77
1,Access to HE Diploma (CAVA),Y1,D12M3P30,77
1,Access to HE Diploma (CAVA),Y1,D3M21P21,77
1,Access to HE Diploma (CAVA),Y1,D6M15P24,77
1,Access to HE Diploma (CAVA),Y1,D9M9P27,77
1,Access to HE Diploma (CAVA),Y1,D0M24P21,74
1,Access to HE Diploma (CAVA),Y1,D12M0P33,74
1,Access to HE Diploma (CAVA),Y1,D3M18P24,74
1,Access to HE Diploma (CAVA),Y1,D6M12P27,74
1,Access to HE Diploma (CAVA),Y1,D9M6P30,74
1,Access to HE Diploma (CAVA),Y1,D0M21P24,70
1,Access to HE Diploma (CAVA),Y1,D3M15P27,70
1,Access to HE Diploma (CAVA),Y1,D6M9P30,70
1,Access to HE Diploma (CAVA),Y1,D9M3P33,70
1,Access to HE Diploma (CAVA),Y1,D0M18P27,67
1,Access to HE Diploma (CAVA),Y1,D3M12P30,67
1,Access to HE Diploma (CAVA),Y1,D6M6P33,67
1,Access to HE Diploma (CAVA),Y1,D9M0P36,67
1,Access to HE Diploma (CAVA),Y1,D0M15P30,64
1,Access to HE Diploma (CAVA),Y1,D3M9P33,64
1,Access to HE Diploma (CAVA),Y1,D6M3P36,64
1,Access to HE Diploma (CAVA),Y1,D0M12P33,61
1,Access to HE Diploma (CAVA),Y1,D3M6P36,61
1,Access to HE Diploma (CAVA),Y1,D6M0P39,61
1,Access to HE Diploma (CAVA),Y1,D0M9P36,58
1,Access to HE Diploma (CAVA),Y1,D3M3P39,58
1,Access to HE Diploma (CAVA),Y1,D0M6P39,54
1,Access to HE Diploma (CAVA),Y1,D3M0P42,54
1,Access to HE Diploma (CAVA),Y1,D0M3P42,51
1,Access to HE Diploma (CAVA),Y1,D0M0P45,48
1,Access to HE Diploma (CAVA),Y1,D12M6P12,0
1,Access to HE Diploma (CAVA),Y1,F,0
1,Access to HE Diploma (CAVA),Y1,P,0
1,Access to HE Diploma (CAVA),Y1,D0M15P3,0
1,Access to HE Diploma (CAVA),Y1,D0M6P27,0
1,Access to HE Diploma (CAVA),Y1,D0M9P33,0
1,Access to HE Diploma (CAVA),Y1,D12M21P0,0
1,Access to HE Diploma  (CAVA),Y1,D15M12P0,0
1,Access to HE Diploma (CAVA),Y1,D15M24P0,0
1,Access to HE Diploma (CAVA),Y1,D15M6P0,0
1,Access to HE Diploma (CAVA),Y1,D18M21P3,0
